Recency,Frequency,Monetary
50,2,100.2
17,38,240.04999999999995
9,73,1520.4900000000002
73,19,299.12999999999994
71,9,172.23
353,17,372.13
2,43,559.5200000000001
116,9,89.04999999999998
373,23,128.32
196,12,204.20000000000002
100,9,339.94
21,31,426.63
72,6,750.4399999999999
339,3,45.9
5,51,474.9699999999999
31,45,360.86999999999995
169,3,38.67
121,7,126.78
21,32,638.5500000000002
9,18,329.18999999999994
212,9,124.39999999999999
22,9,185.42000000000002
126,2,26.8
25,54,1738.0400000000002
138,5,81.46000000000001
213,14,194.09999999999997
106,9,111.14999999999999
17,7,109.5
3,3,53.25000000000001
330,4,69.35
64,48,749.77
119,19,369.21999999999997
35,6,99.75
217,2,285.6
172,16,316.54
72,3,1.0
1,14,113.53
128,32,111.42000000000003
44,5,51.32000000000001
5,100,1025.2799999999997
14,91,1144.4199999999996
17,11,143.75000000000003
28,38,383.40999999999985
36,16,11091.88
36,4,70.45
157,3,36.75
284,4,14.600000000000001
107,49,240.82999999999996
24,22,471.07
107,6,165.11
16,12,74.72999999999999
158,1,35.7
44,10,154.33
11,28,236.46999999999997
32,70,397.90999999999997
290,3,17.62
21,23,377.32
17,9,172.32
17,24,1346.98
73,14,128.59
197,8,34.849999999999994
33,14,263.59
1,29,399.61999999999995
7,27,792.5799999999998
4,212,1064.4100000000005
9,28,241.65000000000003
32,24,178.3
53,2,24.96
11,18,279.48999999999995
17,13,311.01
18,4,71.4
37,30,166.95
2,22,130.87000000000003
18,35,448.71999999999997
82,65,443.6799999999998
33,35,118.06000000000003
66,39,147.79
8,34,205.14999999999995
267,1,30.0
247,5,121.9
4,40,733.8599999999999
61,11,421.15999999999997
74,34,231.71
89,9,188.90000000000003
60,9,55.64999999999999
28,28,62.79999999999999
53,15,492.28
269,11,46.73
2,107,808.56
56,25,391.58
60,64,479.90999999999997
144,34,647.24
19,17,88.24
94,9,108.82000000000001
1,51,861.32
264,22,116.85000000000001
312,1,16.5
70,8,152.45
302,2,93.65
18,16,46.7
12,48,636.3899999999998
36,63,514.29
19,18,69.51
53,9,42.35
56,13,100.85
21,1,16.6
44,13,32.38
26,24,458.9599999999999
44,29,197.76
112,13,157.62
17,103,9389.429999999998
24,6,133.62
302,8,118.19999999999999
2,103,522.0899999999998
263,2,90.6
57,1,25.0
213,19,66.41000000000001
64,2,47.099999999999994
28,2,13.4
29,43,586.6399999999999
5,41,214.35000000000005
7,105,1404.1599999999999
67,10,133.0
1,42,124.64000000000001
46,26,199.99999999999994
33,19,53.68000000000001
205,1,1.65
135,7,57.25
198,7,49.900000000000006
197,13,234.31999999999996
149,5,139.12
87,2,56.52
64,1,5.9
63,33,579.28
99,36,605.9000000000001
218,4,100.24
2,57,961.0299999999997
28,42,262.15000000000003
177,11,48.449999999999996
64,1,1.0
21,22,291.31
19,80,505.77000000000004
33,43,526.3000000000001
74,1,62.400000000000006
23,52,191.47
51,55,290.8799999999999
274,4,56.35
164,6,87.05
7,127,651.1400000000001
143,5,72.6
63,39,632.8800000000001
65,2,63.2
10,8,79.50000000000001
75,17,147.93
15,4,37.83
192,7,51.849999999999994
173,7,69.3
77,12,87.84
33,12,185.32999999999998
46,11,215.45
72,16,290.54999999999995
296,14,200.14999999999998
3,24,181.17999999999998
8,32,434.9600000000001
49,42,833.3500000000001
161,5,6.1999999999999975
360,7,125.5
4,4,118.14000000000001
106,24,394.56
25,25,113.4
40,1,35.400000000000006
296,6,147.25
372,4,83.80000000000001
21,47,280.04
4,16,390.77
52,27,591.95
277,6,49.2
61,8,73.38
25,4,61.55
186,47,312.25
1,85,2594.15
2,67,3784.75
171,5,78.94
81,5,73.76
3,9,118.12
190,6,82.0
22,22,349.0299999999999
17,2,4464.0
19,61,378.50999999999993
5,11,252.25
110,13,101.55000000000001
2,14,400.20000000000005
53,1,19.92
290,14,299.45
10,306,1405.7700000000004
108,78,669.0499999999997
95,10,430.18999999999994
242,8,227.85999999999999
163,27,2173.96
3,27,279.90999999999997
35,7,124.28
66,62,911.34
24,4,107.3
1,148,2760.130000000001
21,20,244.27999999999997
5,9,139.01000000000002
53,6,188.39999999999998
15,10,440.78
336,6,143.56
3,2,21.0
15,42,1106.0499999999997
3,36,531.86
127,21,343.34000000000003
84,19,265.80999999999995
71,7,116.16
365,1,1.0
155,3,10.5
373,5,83.1
80,13,292.37
248,3,132.75
232,6,96.30000000000001
71,9,136.10000000000002
68,3,21.8
4,54,1026.3500000000001
50,7,107.05000000000001
75,11,35.09
61,22,75.61
15,3,59.50000000000001
4,2,30.200000000000003
285,2,32.25
4,23,282.17999999999995
40,9,75.14
36,7,166.56
74,6,97.65
17,45,953.7099999999999
15,100,1981.4799999999993
219,3,36.36
186,4,65.75
32,22,431.90999999999997
70,11,219.84
182,7,127.53000000000002
15,9,160.10999999999999
235,1,15.6
31,25,630.6699999999998
263,2,32.85
3,4,64.36
51,6,120.25000000000001
80,8,127.53
274,10,148.84
1,52,1155.6400000000003
79,7,94.88
29,47,800.6799999999998
73,21,111.72999999999998
17,34,586.8399999999999
372,1,19.9
32,22,335.80999999999983
22,26,536.6999999999999
25,13,124.90000000000002
105,3,58.02
4,11,180.13
245,8,120.16000000000001
177,22,291.25000000000006
169,3,74.34
42,6,98.4
71,7,115.68
58,31,1426.0000000000002
64,22,325.5899999999999
141,7,105.61000000000001
17,73,1001.0400000000001
22,29,4332.72
9,64,275.12
368,4,78.89999999999999
16,4,149.14999999999998
362,2,40.5
19,8,47.730000000000004
68,18,173.73000000000002
15,8,148.56
23,52,483.6
16,86,1292.01
35,2,343.35
35,25,1568.4800000000005
54,30,107.75000000000001
33,33,559.23
2,50,999.6599999999999
366,1,12.75
43,4,71.9
72,14,472.6199999999999
4,10,289.64
4,90,21121.92
61,17,92.77
47,188,904.1400000000001
1,17,356.44000000000005
75,4,1.0
72,5,79.89
68,15,96.04000000000002
213,3,53.10000000000001
241,7,32.15
253,1,264.0
8,91,1564.8399999999992
8,51,1582.6699999999998
4,84,4270.120000000002
37,34,152.95
45,5,142.85
84,28,999.54
19,111,752.2500000000003
3,6,670.2399999999999
18,133,994.1200000000002
18,178,1896.1100000000006
317,29,261.65000000000003
78,5,48.36
266,2,901.2
9,71,891.7200000000001
369,20,329.24000000000007
14,65,586.4499999999999
26,6,44.72
262,10,80.94999999999999
17,53,1026.01
91,14,293.71000000000004
302,40,229.03999999999996
26,60,441.43
364,16,94.89999999999999
46,79,319.55
38,200,2281.9499999999994
52,28,170.02
31,7,167.61999999999998
52,9,89.50999999999999
78,40,749.2899999999998
176,3,62.849999999999994
46,1,1.0
29,56,668.01
11,80,421.64999999999986
86,95,1501.65
4,129,1977.9499999999998
37,12,213.59
17,21,455.1000000000001
44,28,143.24
30,9,237.34
372,2,32.9
58,10,54.43999999999999
372,2,2002.4
114,51,437.92
214,2,32.550000000000004
318,3,48.60000000000001
65,7,117.95
7,14,251.68000000000004
96,2,45.0
19,19,303.09999999999997
198,11,280.59999999999997
3,205,781.0400000000002
273,11,398.70000000000005
30,66,1790.03
47,20,141.13
260,11,95.67000000000002
57,47,263.95
33,86,755.6400000000001
57,14,111.54000000000002
67,16,257.77
10,49,552.6999999999997
60,27,176.29999999999998
80,17,80.26000000000002
74,6,95.75999999999999
2,102,2651.0899999999997
100,18,152.78
372,6,122.55
17,56,565.4999999999999
123,32,130.76
8,3,53.3
3,29,438.28000000000003
29,90,420.7999999999998
282,5,36.330000000000005
57,5,89.64000000000001
1,98,373.68999999999994
365,16,116.63
89,5,79.83999999999999
11,49,373.10999999999996
163,29,159.2
65,6,83.0
23,22,191.14999999999998
173,25,116.64000000000001
103,26,188.46000000000004
142,15,268.22999999999996
99,7,83.58000000000001
23,52,329.84
192,5,133.45000000000002
4,9,195.94000000000003
360,6,193.24999999999997
8,121,423.34000000000003
14,110,2132.25
103,12,175.04000000000002
2,30,537.22
10,49,1054.8499999999997
95,8,156.56999999999996
227,14,130.43
15,6,124.95
38,13,404.3
51,5,75.5
112,4,72.9
156,5,78.0
38,7,112.89999999999999
184,4,102.69999999999999
1,15,330.15
227,9,147.94
373,2,30.75
39,4,128.82
31,49,783.9200000000001
197,7,267.61
8,89,5444.22
36,38,642.1000000000001
100,23,450.04
42,131,3417.4100000000008
50,1,15.0
43,2,31.6
52,6,91.60000000000001
186,3,46.17
333,8,129.81
4,6,88.64999999999999
176,1,10.5
23,6,102.6
368,4,129.3
106,18,147.94
59,3,76.56
29,5,59.65
140,4,116.35
22,34,210.36000000000004
22,48,879.7200000000003
77,2,322.24
4,87,2110.4800000000005
64,41,694.7099999999999
12,50,287.38999999999993
24,3,2.55
30,62,553.2499999999999
66,1,432.0
66,6,191.19
187,14,92.73
37,4,68.2
15,32,136.10000000000002
35,11,49.129999999999995
194,39,432.19999999999993
1,66,287.5699999999999
1,35,203.26
366,9,22.8
64,18,65.9
299,11,64.97999999999999
26,49,91.66000000000001
7,31,337.39
19,26,1.0
116,12,641.5999999999999
29,21,152.12000000000003
4,201,1063.8000000000002
5,63,758.5900000000001
81,26,105.85000000000002
29,48,258.64
72,5,84.3
4,146,398.9399999999997
23,27,516.2699999999999
290,3,6.25
36,12,70.14
9,22,162.44
23,49,170.49999999999997
276,1,122.39999999999999
63,37,309.16999999999985
156,86,675.5099999999999
61,17,59.48
12,218,1902.7500000000002
21,27,301.19
371,4,66.0
276,2,84.0
80,58,575.7799999999997
3,22,387.38
26,15,96.37
5,267,1398.8600000000022
53,17,54.31
1,7,123.77
54,16,280.81
25,20,60.410000000000004
8,71,550.0399999999998
52,90,888.5400000000001
12,88,596.2299999999999
211,10,265.3
21,72,1282.5799999999997
235,1,20.4
138,11,250.13000000000005
3,17,706.9199999999997
56,15,441.96999999999997
136,21,281.72
109,2,9.2
30,1,20.8
1,17,741.1999999999999
184,4,35.56
9,6,60.35
239,3,38.64
87,4,85.5
38,32,123.99000000000001
116,6,108.65
187,3,47.550000000000004
226,8,48.46
8,10,712.5600000000001
189,6,91.19999999999999
4,7,111.74
39,13,196.1
38,13,60.489999999999995
77,8,71.4
3,25,478.09
255,30,498.45000000000005
60,5,94.0
12,42,522.25
78,119,1472.720000000001
17,29,1412.1699999999996
29,2,1852.4
3,38,412.4499999999999
5,2,47.75
63,3,407.20000000000005
10,27,480.7
30,15,514.25
325,1,97.5
149,1,7.9
23,7,93.05
1,44,1090.46
73,15,405.11
46,10,158.29999999999998
4,15,371.55
50,11,146.32000000000002
16,6,60.480000000000004
30,7,135.60000000000002
8,25,210.83999999999997
28,66,515.34
2,79,2576.52
40,5,244.2
11,68,369.33
31,3,26.08
60,3,59.25
78,38,224.57999999999998
236,1,358.0
63,1,14.850000000000001
11,8,166.20000000000002
86,10,496.25999999999993
16,10,267.99
245,9,110.95000000000002
87,26,454.0700000000001
30,6,34.15
137,4,209.12
26,24,374.6699999999999
2,28,311.2100000000001
32,33,434.17
25,5,437.67
113,6,111.64999999999999
157,8,142.60000000000002
85,18,306.59000000000003
117,16,305.68
2,104,1811.09
96,108,1235.99
194,12,61.49
28,21,130.66
130,7,308.28000000000003
28,20,246.46000000000004
81,15,228.84
29,149,830.7999999999998
266,1,31.200000000000003
73,37,2057.46
313,22,167.41000000000003
21,24,410.96000000000004
58,27,350.73
12,83,1180.51
28,46,697.9300000000001
114,13,76.57
8,41,654.13
17,57,500.24999999999994
17,25,269.29
36,6,218.0
36,7,87.47
78,2,118.80000000000001
22,2,86.4
25,17,93.78000000000002
33,23,588.6100000000001
109,15,429.26
35,47,870.01
123,59,475.16999999999996
7,25,503.90000000000003
28,40,663.1299999999999
46,22,586.3799999999998
2,68,1311.7399999999998
50,44,556.05
322,5,140.60000000000002
22,23,424.1
15,16,340.24
2,57,271.54
18,19,272.21
29,17,649.74
159,23,164.26999999999998
32,117,3027.040000000002
29,37,210.91999999999996
165,5,79.69999999999999
47,10,77.94
5,41,237.49999999999997
8,12,267.03000000000003
317,4,78.89999999999999
3,9,130.01
233,2,29.85
119,3,63.31999999999999
161,4,138.89999999999998
185,11,89.87000000000002
50,7,30.07
152,74,268.55
334,5,52.44
5,37,689.8299999999999
15,12,2190.17
106,11,177.05
16,20,511.7200000000001
275,7,97.95
15,147,3216.13
247,5,155.67
239,5,281.55
1,15,316.09
263,13,225.32999999999998
22,26,505.8399999999999
51,4,61.3
194,5,90.95000000000002
24,6,89.03
75,6,93.0
17,8,108.83999999999999
7,4,122.94
32,23,445.52000000000004
21,30,444.76000000000005
31,71,1028.3899999999999
28,28,479.06
78,1,34.0
32,56,907.5300000000004
284,4,63.3
203,2,28.37
50,18,212.84
289,9,133.17999999999998
74,5,61.5
5,29,1099.68
217,1,10.4
44,22,449.72999999999996
201,4,63.98
178,17,152.00000000000003
56,51,285.83000000000004
57,7,111.25000000000001
7,25,711.1700000000001
226,3,80.19999999999999
11,24,641.3800000000001
106,12,95.96
58,5,244.95
28,59,501.0999999999999
45,9,613.9200000000001
360,10,65.46000000000001
29,6,196.26000000000002
23,24,143.87999999999997
53,18,258.82000000000005
35,40,991.77
169,27,638.16
53,3,94.68
26,61,652.1800000000002
253,1,60.0
40,58,1010.0500000000003
60,37,392.25
234,5,42.9
4,86,682.1000000000001
31,5,32.53
24,139,856.3799999999997
7,13,118.08000000000003
65,10,122.43
310,18,181.3
308,1,15.600000000000001
18,8,167.62
15,62,575.74
96,16,111.83000000000001
264,25,1040.07
12,151,843.91
2,13,105.75
35,8,85.62999999999998
182,2,18.6
25,12,142.9
12,34,323.34999999999997
11,8,144.39999999999998
2,155,988.8000000000004
312,4,88.44999999999999
108,10,273.22
1,150,2976.2200000000007
53,12,203.05
204,4,70.35
15,17,68.14
120,18,135.36
3,21,114.65
362,7,50.30000000000001
186,29,148.88
18,7,64.11
4,45,120.94000000000001
40,32,103.28999999999999
107,3,15.999999999999998
148,40,161.45999999999995
227,5,507.1600000000001
208,5,12.600000000000001
138,39,164.98999999999998
2,23,64.55000000000001
127,16,104.63000000000001
107,2,290.88
46,32,649.7899999999998
35,11,61.089999999999996
227,20,317.45
241,4,58.83
57,3,69.38
130,31,403.0899999999999
60,95,506.76000000000005
21,22,87.26
26,36,292.49
9,42,389.10999999999996
31,40,408.94
3,30,135.76
308,1,550.8000000000001
8,31,570.11
28,18,119.78000000000002
17,10,35.75
101,13,225.59000000000003
11,15,144.96
21,23,74.55
14,17,143.64000000000001
361,17,62.42
10,25,2686.34
95,2,11.25
78,16,482.79
159,2,3.5
17,8,749.51
28,28,419.42
1,143,1890.29
89,2,742.02
100,24,450.2600000000001
8,32,258.47
19,61,296.0399999999999
21,14,383.93
14,7,122.83
123,1,175.2
85,8,154.83
308,3,85.80000000000001
151,173,607.1999999999998
17,233,2044.3300000000006
365,1,15.0
9,130,3663.8500000000004
156,54,237.77999999999997
355,7,106.34
46,13,54.129999999999995
15,26,147.26999999999998
3,149,649.3199999999996
14,71,381.6399999999999
179,1,7.95
8,19,254.89000000000001
36,7,106.2
129,2,435.0
50,6,315.25
311,6,39.45
24,13,82.99
303,19,126.64
11,3,6.24
17,47,222.2099999999999
49,11,151.02
239,17,162.37
1,134,1486.0400000000002
12,147,1334.5900000000001
238,8,46.0
23,43,294.5899999999999
72,8,107.94
17,20,81.17
40,70,363.78000000000003
40,17,212.45999999999998
218,12,187.57000000000002
190,21,101.72000000000001
70,9,74.05
23,122,1079.2599999999998
11,20,71.60000000000001
24,37,6302.849999999999
4,11,29.13
19,6,266.17
14,14,100.01
7,12,902.3400000000001
19,21,269.66
77,4,346.18
1,65,8678.49
163,1,101.76
306,18,110.97000000000001
39,10,3408.55
22,27,199.54000000000005
114,15,242.63999999999996
126,58,474.2699999999999
30,15,572.81
36,11,99.17000000000002
4,60,9000.229999999998
1,18,151.71000000000004
333,34,693.4999999999998
163,1,12.75
184,3,148.00000000000003
16,23,477.19
12,17,288.48
2,14,281.25
184,1,390.0
79,6,156.79999999999998
29,73,1722.6599999999999
42,10,149.28
11,64,1268.6900000000003
50,9,174.78
16,45,668.9699999999999
46,11,245.26
19,12,246.88000000000002
4,87,1574.56
1,109,5690.489999999998
120,15,175.35000000000002
32,3,66.9
313,10,98.14999999999999
18,9,65.42999999999999
88,17,76.94
2,51,823.0200000000002
1,2,30.599999999999998
253,7,171.10000000000002
156,3,77.4
29,42,723.5899999999999
151,49,841.9
310,3,41.7
40,9,138.23
144,1,1.0
2,64,581.5000000000001
8,111,53999.77
1,33,517.5299999999999
17,10,251.52
233,18,151.84
203,3,49.2
365,3,43.099999999999994
126,6,616.5
15,16,83.31
43,31,167.62999999999997
78,12,180.63
22,45,268.2999999999999
60,8,194.06
16,57,467.87999999999994
158,1,38.25
10,9,156.34
16,22,368.95000000000005
44,21,315.44000000000005
191,55,204.36000000000004
79,3,39.33
73,11,126.25
3,26,419.51
183,2,33.6
261,11,168.62999999999997
58,5,50.519999999999996
1,29,481.9800000000001
1,34,1068.08
248,4,156.15
7,8,144.04999999999998
358,3,58.650000000000006
75,4,44.440000000000005
289,12,193.51999999999998
23,4,628.0
220,5,79.95
9,14,351.36
2,13,144.15
206,37,635.6399999999999
161,15,378.79
70,4,62.94
261,29,209.91
280,13,239.35000000000002
57,106,1800.0199999999995
24,4,59.94
2,339,28979.689999999995
51,26,710.41
72,2,270.0
128,12,55.51
31,22,182.92999999999998
15,38,234.75000000000003
308,2,29.699999999999996
17,26,691.27
53,8,125.6
29,10,152.58
1,31,452.74999999999994
11,10,183.87999999999994
361,2,62.7
359,3,147.00000000000003
1,8,508.40000000000003
53,18,287.56000000000006
1,79,1027.5099999999995
1,119,784.0999999999998
190,3,51.6
53,2,30.299999999999997
177,1,25.5
29,24,310.62
25,1,15.0
8,9,177.09999999999997
269,8,87.17999999999999
43,49,276.67
233,4,1.0
23,1,37.92
197,10,64.97
359,11,82.44
60,20,371.16
129,2,1487.6
1,24,588.4
19,36,171.25000000000003
205,3,114.75
14,8,87.73
94,7,173.10000000000002
19,13,62.45000000000001
14,18,328.5
24,8,64.55
8,48,278.99
7,46,1134.15
332,8,105.11000000000001
50,85,443.9999999999998
99,4,79.2
29,9,105.75000000000001
242,3,69.6
8,119,1037.7400000000002
190,4,59.22
4,19,153.46000000000004
252,17,95.60000000000002
1,127,2730.410000000001
236,11,44.72
7,10,398.5
109,80,383.6299999999998
100,7,205.26000000000005
60,70,784.4899999999999
2,70,544.3900000000001
73,45,585.5999999999999
3,71,1115.2600000000002
85,22,485.18000000000006
12,25,113.86
23,80,752.2100000000003
213,14,604.6000000000001
17,5,75.99
239,3,26.16
2,163,1524.3700000000008
78,5,1.0
217,17,84.82000000000001
33,20,67.53999999999999
40,67,305.09999999999997
7,187,1319.2700000000002
53,41,571.6000000000001
22,100,1458.65
57,28,121.79000000000002
130,4,64.75
5,25,373.32
312,27,66.87
59,1,6.64
21,4,135.3
32,6,86.51
14,14,249.42999999999998
18,105,692.6099999999998
81,2,33.0
5,34,501.30999999999995
169,10,187.14999999999998
1,8,109.19999999999999
31,21,290.37
36,104,909.9500000000008
8,8,50.910000000000004
31,10,168.55
276,3,40.75
86,3,221.57999999999998
119,16,265.28
373,2,26.85
1,48,808.25
219,17,324.20000000000005
65,1,19.8
60,27,533.53
138,16,254.60000000000002
21,3,54.93
11,74,1195.0
25,84,1407.1499999999999
29,10,176.94000000000003
277,10,68.39999999999999
10,26,526.27
73,29,643.8100000000001
10,7,89.78
17,39,710.0800000000002
141,13,47.52000000000001
25,22,424.58
18,15,196.0
3,5,329.16
66,32,585.1199999999999
1,2,47.0
42,23,801.9499999999998
227,5,91.8
15,16,122.39
43,43,731.42
1,69,526.43
74,9,79.14000000000001
1,218,5855.76
4,22,369.79999999999995
1,100,5012.620000000002
263,5,78.0
52,12,710.7499999999999
23,2,27.5
10,32,628.9799999999999
43,4,61.8
16,36,952.1499999999999
7,92,1928.9399999999996
30,68,1183.1000000000001
358,4,62.1
127,14,181.41000000000003
137,4,50.480000000000004
141,6,102.66000000000001
131,16,440.05999999999995
38,34,610.08
236,7,109.30000000000001
260,4,82.65
16,51,913.4000000000003
252,4,82.5
30,28,473.85999999999996
35,18,265.11999999999995
168,16,423.64
3,28,444.81
4,129,3409.0300000000016
336,1,15.0
187,10,103.33000000000001
169,1,49.95
289,4,65.4
44,8,128.91
320,4,60.3
200,1,326.4
22,80,1637.1399999999996
232,2,33.45
37,77,1723.8799999999994
26,18,420.96999999999997
96,24,370.66999999999996
127,4,1907.1000000000004
57,13,346.75
16,60,941.8900000000003
15,22,333.47
3,52,871.3799999999999
3,65,1617.6599999999999
79,25,261.85
372,5,76.5
38,9,127.5
53,16,254.48999999999995
2,197,3764.8699999999985
9,5,86.08
9,5,95.49
19,31,503.8300000000001
11,16,764.66
332,3,43.35
3,41,715.7600000000001
240,3,53.1
100,1,1.0
178,11,200.71000000000004
5,66,599.19
359,1,80.64
1,29,474.81000000000006
1,209,1474.240000000001
19,122,947.8500000000003
17,21,228.14999999999995
21,12,143.35
32,5,267.80999999999995
50,22,234.55
158,16,112.54000000000002
15,6,61.910000000000004
8,39,922.6100000000001
12,103,1471.3700000000003
198,16,360.06
56,20,88.57999999999998
10,14,47.35000000000001
96,56,404.40999999999997
24,68,257.45000000000005
21,27,247.6
159,5,54.19
72,16,77.92000000000002
53,7,73.29
85,24,79.17
152,45,661.3500000000001
129,1,3.25
281,3,34.75
26,58,573.9499999999997
29,2,21.0
25,13,67.09
179,13,88.86000000000001
313,17,130.35
22,33,231.01000000000002
22,117,871.1400000000004
37,34,475.15
82,42,431.6800000000001
73,1,67.5
11,13,200.68
16,19,1236.84
4,279,2333.2799999999997
12,52,232.14999999999995
14,115,521.4899999999998
36,5,13.45
4,9,270.63
71,15,1110.02
359,1,1.0
51,3,55.599999999999994
5,59,500.90999999999997
8,26,871.92
298,9,271.36
1,4,63.0
49,19,62.460000000000015
2,20,126.38
47,5,23.68
42,58,423.7499999999999
26,29,363.59
42,21,135.65
1,2324,11345.320000000016
303,11,58.7
106,1,15.0
81,10,132.29000000000002
218,10,193.75
302,99,1737.2899999999988
11,5,23.35
185,3,104.0
372,4,62.75
1,6,491.73
4,18,9679.279999999999
5,51,1212.3500000000004
304,9,28.67
368,16,47.68000000000001
3,67,639.28
323,3,118.4
59,43,957.52
12,28,183.31000000000003
30,119,3207.0499999999993
142,2,102.8
30,25,609.8100000000002
107,14,209.85999999999999
2,86,898.8100000000002
204,2,33.2
80,15,609.99
185,13,127.42000000000002
170,3,55.8
43,10,138.67999999999998
173,1,17.4
364,8,134.28
304,2,16.45
3,33,142.98
3,38,258.65999999999997
12,18,53.93999999999999
31,28,159.3
129,2,48.4
38,27,174.85000000000002
212,10,130.42000000000002
322,21,132.57000000000002
162,13,86.57000000000002
57,8,57.53999999999999
225,3,13.329999999999998
71,62,436.33000000000004
44,4,26.639999999999997
23,1,103.67999999999999
172,25,112.18000000000002
85,7,41.65
159,10,49.629999999999995
164,4,1.0
29,5,38.68
21,9,53.9
71,12,448.09999999999997
247,4,16.549999999999997
373,17,82.83
9,6,56.160000000000004
359,15,84.61
58,10,78.75
3,17,81.98000000000002
45,19,67.80000000000001
88,2,117.60000000000002
4,206,1301.5000000000005
64,46,263.21000000000004
1,14,1329.5300000000002
133,5,85.75
45,6,55.870000000000005
308,1,98.10000000000001
35,6,195.48000000000002
134,20,92.77000000000001
29,30,456.4800000000001
58,3,101.22
138,6,38.7
5,34,122.33000000000003
8,9,680.6999999999999
159,3,12.600000000000001
164,5,100.80000000000001
130,1,139.2
7,1,1.9
233,4,60.35
37,2,35.04
147,1,358.56000000000006
1,32,21399.280000000002
72,19,123.13000000000001
39,7,396.84000000000003
5,154,633.8500000000001
218,8,162.35000000000002
66,10,32.17
171,5,5.06
21,86,343.5599999999998
142,11,30.64
31,26,96.83000000000001
37,107,829.9800000000005
37,26,518.3
371,8,36.25
373,27,78.04
166,5,75.9
211,8,267.05
241,13,70.05
51,2,74.1
24,67,291.25999999999993
15,98,1752.5300000000002
372,11,48.25
29,8,68.44
365,2,10.55
35,36,228.48000000000002
165,7,206.95000000000002
145,13,36.59
22,4,122.5
56,1,20.8
185,2,16.68
11,8,13.740000000000002
236,10,180.06
225,2,28.45
121,21,117.56000000000002
74,59,505.2600000000001
37,28,114.75000000000001
12,17,79.80999999999999
362,11,45.589999999999996
3,20,80.85000000000001
23,6,158.63
70,7,114.97
235,9,42.8
256,4,84.95
373,10,38.31
155,6,63.36000000000001
28,6,18.98
4,14,32.69
32,34,339.2399999999999
81,1,179.0
108,14,69.41999999999999
51,2,8.7
35,56,178.39999999999998
152,6,125.57
98,7,46.76
4,3,104.94999999999999
334,3,38.7
65,8,20.79
21,33,165.27
35,18,245.93999999999997
32,33,135.05
225,8,17.520000000000003
19,10,199.20000000000002
11,126,1187.2200000000005
53,1,9.9
24,40,155.98000000000002
4,35,546.3000000000002
45,11,37.48
203,3,112.34
66,7,69.49
7,115,2258.41
288,5,83.4
9,1,81.6
9,5,59.46999999999999
65,11,667.51
173,8,225.3
133,3,210.5
5,46,844.41
75,3,91.5
40,13,125.09
289,1,101.69999999999999
26,145,680.06
257,5,89.95
155,13,29.040000000000003
114,24,1279.69
373,4,104.7
23,48,827.12
8,55,678.2300000000001
217,6,42.04
45,39,1094.1200000000001
242,1,841.4999999999999
36,6,115.5
25,20,146.76
330,13,238.85
274,2,36.0
98,4,658.9999999999999
61,20,96.84
29,22,2287.34
120,9,372.6
81,25,1066.6200000000001
312,8,255.89999999999998
11,67,291.93
7,35,765.89
127,9,68.36
11,14,86.12
1,138,84048.91999999998
37,15,297.9
37,8,48.050000000000004
329,9,209.55
248,9,136.20000000000002
1,141,2126.0200000000013
19,16,37.94999999999999
12,13,175.7
290,10,70.9
67,107,415.51999999999987
25,29,119.82000000000001
10,363,1657.280000000001
367,11,49.88
214,4,17.4
154,9,228.15
8,113,548.6499999999999
24,8,89.53
29,61,319.85999999999996
60,10,35.169999999999995
19,10,56.06
243,3,44.7
8,27,356.60999999999996
31,4,181.79000000000002
63,13,188.6
295,2,23.4
17,61,3601.6199999999994
157,5,311.64000000000004
116,16,274.24
30,13,603.8500000000001
12,72,981.0699999999997
140,2,30.900000000000006
108,1,18.96
215,8,256.84999999999997
32,17,262.8
134,16,268.37
3,9,182.64999999999998
75,14,183.48
12,38,166.92999999999998
9,8,91.14999999999999
301,6,94.19999999999999
57,11,171.54999999999998
10,21,354.37000000000006
37,6,81.17
177,3,113.03999999999999
23,18,622.2299999999999
176,37,302.91
60,3,95.7
33,9,300.02000000000004
99,11,184.73999999999998
30,56,2125.1299999999997
86,8,520.0600000000001
353,12,145.25000000000003
31,24,414.0500000000001
128,19,312.84999999999997
9,29,722.7100000000002
4,32,491.34000000000003
24,9,68.5
218,16,172.89999999999998
249,7,135.05
15,23,608.0899999999999
77,21,343.14
192,5,106.6
261,3,83.0
71,15,270.8
150,6,28.409999999999993
64,2,64.16
95,49,205.74000000000004
4,42,1658.85
106,6,20.33
199,18,339.70000000000005
157,10,110.30000000000001
71,53,527.28
36,13,236.03
28,2,40.2
1,41,763.0100000000001
25,17,295.17
326,15,80.37999999999998
236,7,117.5
89,1,30.599999999999998
31,11,236.10000000000002
29,8,114.21000000000001
211,12,320.86000000000007
2,48,900.8899999999999
226,1,152.64000000000001
22,17,263.20000000000005
92,6,111.55
1,86,1932.5700000000002
263,2,28.05
3,94,1785.6799999999992
44,77,1734.8099999999997
217,1,25.5
56,9,259.71000000000004
11,45,1791.9399999999998
9,24,651.0300000000001
192,36,557.0500000000001
157,15,205.63000000000002
71,38,669.8600000000001
29,14,241.59
65,20,285.78
218,34,573.5699999999999
46,1,297.0
9,33,642.15
72,30,792.88
7,53,723.7900000000002
122,11,249.85000000000002
17,4,54.18
310,6,100.97
87,6,1448.6399999999999
50,43,265.89
89,1,9.899999999999999
354,1,1.0
39,38,676.43
